date,sku,units_sold,price,promo_flag
2024-01-14,CONTRASTING_COLLAR_JACKET,32,80.82,0
2024-01-15,CONTRASTING_COLLAR_JACKET,25,80.12,0
2024-01-16,CONTRASTING_COLLAR_JACKET,17,79.31,0
2024-01-17,CONTRASTING_COLLAR_JACKET,18,78.84,0
2024-01-18,CONTRASTING_COLLAR_JACKET,24,79.21,0
2024-01-19,CONTRASTING_COLLAR_JACKET,31,82.05,0
2024-01-20,CONTRASTING_COLLAR_JACKET,37,75.99,0
2024-01-21,CONTRASTING_COLLAR_JACKET,28,76.06,0
2024-01-22,CONTRASTING_COLLAR_JACKET,10,77.98,0
2024-01-23,CONTRASTING_COLLAR_JACKET,22,80.18,0
2024-01-24,CONTRASTING_COLLAR_JACKET,27,77.62,0
2024-01-25,CONTRASTING_COLLAR_JACKET,25,76.78,0
2024-01-26,CONTRASTING_COLLAR_JACKET,32,80.28,0
2024-01-27,CONTRASTING_COLLAR_JACKET,40,76.69,0
2024-01-28,CONTRASTING_COLLAR_JACKET,31,79.81,0
2024-01-29,CONTRASTING_COLLAR_JACKET,19,81.8,0
2024-01-30,CONTRASTING_COLLAR_JACKET,20,79.71,0
2024-01-31,CONTRASTING_COLLAR_JACKET,18,79.58,0
2024-02-01,CONTRASTING_COLLAR_JACKET,17,82.18,0
2024-02-02,CONTRASTING_COLLAR_JACKET,24,81.4,0
2024-02-03,CONTRASTING_COLLAR_JACKET,38,79.4,0
2024-02-04,CONTRASTING_COLLAR_JACKET,36,76.21,0
2024-02-05,CONTRASTING_COLLAR_JACKET,19,83.11,0
2024-02-06,CONTRASTING_COLLAR_JACKET,35,81.17,0
2024-02-07,CONTRASTING_COLLAR_JACKET,21,83.06,0
2024-02-08,CONTRASTING_COLLAR_JACKET,30,76.44,0
2024-02-09,CONTRASTING_COLLAR_JACKET,36,80.05,0
2024-02-10,CONTRASTING_COLLAR_JACKET,34,80.0,0
2024-02-11,CONTRASTING_COLLAR_JACKET,27,81.34,0
2024-02-12,CONTRASTING_COLLAR_JACKET,19,76.47,0
2024-02-13,CONTRASTING_COLLAR_JACKET,25,76.0,0
2024-02-14,CONTRASTING_COLLAR_JACKET,17,78.7,0
2024-02-15,CONTRASTING_COLLAR_JACKET,19,82.09,0
2024-02-16,CONTRASTING_COLLAR_JACKET,21,77.3,0
2024-02-17,CONTRASTING_COLLAR_JACKET,34,76.69,0
2024-02-18,CONTRASTING_COLLAR_JACKET,38,78.02,0
2024-02-19,CONTRASTING_COLLAR_JACKET,23,76.07,0
2023-08-24,COTTON_BLEND_BOMBER_JACKET,11,94.22,0
2023-08-25,COTTON_BLEND_BOMBER_JACKET,13,86.8,0
2023-08-26,COTTON_BLEND_BOMBER_JACKET,11,92.53,0
2023-08-27,COTTON_BLEND_BOMBER_JACKET,11,87.09,0
2023-08-28,COTTON_BLEND_BOMBER_JACKET,10,90.39,0
2023-08-29,COTTON_BLEND_BOMBER_JACKET,9,93.51,0
2023-08-30,COTTON_BLEND_BOMBER_JACKET,10,91.42,0
2023-08-31,COTTON_BLEND_BOMBER_JACKET,10,93.39,0
2023-09-01,COTTON_BLEND_BOMBER_JACKET,17,87.1,0
2023-09-02,COTTON_BLEND_BOMBER_JACKET,11,92.64,0
2023-09-03,COTTON_BLEND_BOMBER_JACKET,11,90.43,0
2023-09-04,COTTON_BLEND_BOMBER_JACKET,9,89.93,0
2023-09-05,COTTON_BLEND_BOMBER_JACKET,10,88.41,0
2023-09-06,COTTON_BLEND_BOMBER_JACKET,8,90.1,0
2023-09-07,COTTON_BLEND_BOMBER_JACKET,11,92.25,0
2023-09-08,COTTON_BLEND_BOMBER_JACKET,13,91.81,0
2023-09-09,COTTON_BLEND_BOMBER_JACKET,13,92.19,0
2023-09-10,COTTON_BLEND_BOMBER_JACKET,14,93.99,0
2023-09-11,COTTON_BLEND_BOMBER_JACKET,8,87.06,0
2023-09-12,COTTON_BLEND_BOMBER_JACKET,9,90.59,0
2023-09-13,COTTON_BLEND_BOMBER_JACKET,11,91.67,0
2023-09-14,COTTON_BLEND_BOMBER_JACKET,9,90.44,0
2023-09-15,COTTON_BLEND_BOMBER_JACKET,10,90.46,0
2023-09-16,COTTON_BLEND_BOMBER_JACKET,10,85.46,0
2023-09-17,COTTON_BLEND_BOMBER_JACKET,16,93.68,0
2023-09-18,COTTON_BLEND_BOMBER_JACKET,9,87.84,0
2023-09-19,COTTON_BLEND_BOMBER_JACKET,15,93.33,0
2023-09-20,COTTON_BLEND_BOMBER_JACKET,8,93.87,0
2023-09-21,COTTON_BLEND_BOMBER_JACKET,12,91.42,0
2023-09-22,COTTON_BLEND_BOMBER_JACKET,15,89.09,0
2023-09-23,COTTON_BLEND_BOMBER_JACKET,15,87.12,0
2023-09-24,COTTON_BLEND_BOMBER_JACKET,17,92.51,0
2023-09-25,COTTON_BLEND_BOMBER_JACKET,7,88.86,0
2023-09-26,COTTON_BLEND_BOMBER_JACKET,12,93.09,0
2023-09-27,COTTON_BLEND_BOMBER_JACKET,11,86.46,0
2023-09-28,COTTON_BLEND_BOMBER_JACKET,16,87.67,0
2023-09-29,COTTON_BLEND_BOMBER_JACKET,16,90.2,0
2023-09-30,COTTON_BLEND_BOMBER_JACKET,21,90.77,0
2023-10-01,COTTON_BLEND_BOMBER_JACKET,28,90.11,0
2023-10-02,COTTON_BLEND_BOMBER_JACKET,13,86.45,0
2023-10-03,COTTON_BLEND_BOMBER_JACKET,18,93.82,0
2023-10-04,COTTON_BLEND_BOMBER_JACKET,14,88.18,0
2023-10-05,COTTON_BLEND_BOMBER_JACKET,19,87.63,0
2023-10-06,COTTON_BLEND_BOMBER_JACKET,23,85.73,0
2023-10-07,COTTON_BLEND_BOMBER_JACKET,25,87.2,0
2023-10-08,COTTON_BLEND_BOMBER_JACKET,22,88.74,0
2023-10-09,COTTON_BLEND_BOMBER_JACKET,22,86.42,0
2023-10-10,COTTON_BLEND_BOMBER_JACKET,19,89.06,0
2023-10-11,COTTON_BLEND_BOMBER_JACKET,30,92.76,0
2023-10-12,COTTON_BLEND_BOMBER_JACKET,15,86.95,0
2023-10-13,COTTON_BLEND_BOMBER_JACKET,25,90.4,0
2023-10-14,COTTON_BLEND_BOMBER_JACKET,30,91.69,0
2023-10-15,COTTON_BLEND_BOMBER_JACKET,20,91.39,0
2023-10-16,COTTON_BLEND_BOMBER_JACKET,16,90.12,0
2023-10-17,COTTON_BLEND_BOMBER_JACKET,14,93.56,0
2023-10-18,COTTON_BLEND_BOMBER_JACKET,25,90.69,0
2023-10-19,COTTON_BLEND_BOMBER_JACKET,20,92.2,0
2023-10-20,COTTON_BLEND_BOMBER_JACKET,20,92.54,0
2023-10-21,COTTON_BLEND_BOMBER_JACKET,32,87.81,0
2023-10-22,COTTON_BLEND_BOMBER_JACKET,27,89.1,0
2023-10-23,COTTON_BLEND_BOMBER_JACKET,21,86.2,0
2023-10-24,COTTON_BLEND_BOMBER_JACKET,23,93.18,0
2023-10-25,COTTON_BLEND_BOMBER_JACKET,17,87.56,0
2023-10-26,COTTON_BLEND_BOMBER_JACKET,19,89.16,0
2023-10-27,COTTON_BLEND_BOMBER_JACKET,21,86.62,0
2023-10-28,COTTON_BLEND_BOMBER_JACKET,22,88.07,0
2023-10-29,COTTON_BLEND_BOMBER_JACKET,19,88.52,0
2023-10-30,COTTON_BLEND_BOMBER_JACKET,27,92.12,0
2023-10-31,COTTON_BLEND_BOMBER_JACKET,24,88.39,0
2023-11-01,COTTON_BLEND_BOMBER_JACKET,42,69.47,1
2023-11-02,COTTON_BLEND_BOMBER_JACKET,40,70.75,1
2023-11-03,COTTON_BLEND_BOMBER_JACKET,33,69.2,1
2023-11-04,COTTON_BLEND_BOMBER_JACKET,38,74.91,1
2023-11-05,COTTON_BLEND_BOMBER_JACKET,56,76.26,1
2023-11-06,COTTON_BLEND_BOMBER_JACKET,27,76.79,1
2023-11-07,COTTON_BLEND_BOMBER_JACKET,38,72.45,1
2023-11-08,COTTON_BLEND_BOMBER_JACKET,31,78.08,1
2023-11-09,COTTON_BLEND_BOMBER_JACKET,36,76.55,1
2023-11-10,COTTON_BLEND_BOMBER_JACKET,63,76.35,1
2023-11-11,COTTON_BLEND_BOMBER_JACKET,53,78.33,1
2023-11-12,COTTON_BLEND_BOMBER_JACKET,63,72.54,1
2023-11-13,COTTON_BLEND_BOMBER_JACKET,35,73.62,1
2023-11-14,COTTON_BLEND_BOMBER_JACKET,43,76.34,1
2023-11-15,COTTON_BLEND_BOMBER_JACKET,50,68.75,1
2023-11-16,COTTON_BLEND_BOMBER_JACKET,44,78.98,1
2023-11-17,COTTON_BLEND_BOMBER_JACKET,50,68.63,1
2023-11-18,COTTON_BLEND_BOMBER_JACKET,44,77.84,1
2023-11-19,COTTON_BLEND_BOMBER_JACKET,38,78.58,1
2023-11-20,COTTON_BLEND_BOMBER_JACKET,29,71.97,1
2023-11-21,COTTON_BLEND_BOMBER_JACKET,38,80.39,1
2023-11-22,COTTON_BLEND_BOMBER_JACKET,88,75.02,1
2023-11-23,COTTON_BLEND_BOMBER_JACKET,84,70.64,1
2023-11-24,COTTON_BLEND_BOMBER_JACKET,120,79.05,1
2023-11-25,COTTON_BLEND_BOMBER_JACKET,131,76.58,1
2023-11-26,COTTON_BLEND_BOMBER_JACKET,99,74.95,1
2023-11-27,COTTON_BLEND_BOMBER_JACKET,61,67.44,1
2023-11-28,COTTON_BLEND_BOMBER_JACKET,95,69.58,1
2023-11-29,COTTON_BLEND_BOMBER_JACKET,31,71.27,1
2023-11-30,COTTON_BLEND_BOMBER_JACKET,50,71.85,1
2023-12-01,COTTON_BLEND_BOMBER_JACKET,42,79.16,1
2023-12-02,COTTON_BLEND_BOMBER_JACKET,55,71.3,1
2023-12-03,COTTON_BLEND_BOMBER_JACKET,45,73.54,1
2023-12-04,COTTON_BLEND_BOMBER_JACKET,40,73.92,1
2023-12-05,COTTON_BLEND_BOMBER_JACKET,40,71.69,1
2023-12-06,COTTON_BLEND_BOMBER_JACKET,50,74.85,1
2023-12-07,COTTON_BLEND_BOMBER_JACKET,51,71.52,1
2023-12-08,COTTON_BLEND_BOMBER_JACKET,46,71.28,1
2023-12-09,COTTON_BLEND_BOMBER_JACKET,39,71.64,1
2023-12-10,COTTON_BLEND_BOMBER_JACKET,45,68.92,1
2023-12-11,COTTON_BLEND_BOMBER_JACKET,36,73.69,1
2023-12-12,COTTON_BLEND_BOMBER_JACKET,50,73.17,1
2023-12-13,COTTON_BLEND_BOMBER_JACKET,50,71.69,1
2023-12-14,COTTON_BLEND_BOMBER_JACKET,47,69.19,1
2023-12-15,COTTON_BLEND_BOMBER_JACKET,153,79.02,1
2023-12-16,COTTON_BLEND_BOMBER_JACKET,135,80.45,1
2023-12-17,COTTON_BLEND_BOMBER_JACKET,128,70.08,1
2023-12-18,COTTON_BLEND_BOMBER_JACKET,90,68.63,1
2023-12-19,COTTON_BLEND_BOMBER_JACKET,108,79.62,1
2023-12-20,COTTON_BLEND_BOMBER_JACKET,62,80.48,1
2023-12-21,COTTON_BLEND_BOMBER_JACKET,91,69.06,1
2023-12-22,COTTON_BLEND_BOMBER_JACKET,107,73.48,1
2023-12-23,COTTON_BLEND_BOMBER_JACKET,72,70.48,1
2023-12-24,COTTON_BLEND_BOMBER_JACKET,197,71.14,1
2023-12-25,COTTON_BLEND_BOMBER_JACKET,31,75.97,1
2023-12-26,COTTON_BLEND_BOMBER_JACKET,42,71.52,1
2023-12-27,COTTON_BLEND_BOMBER_JACKET,38,69.85,1
2023-12-28,COTTON_BLEND_BOMBER_JACKET,48,68.54,1
2023-12-29,COTTON_BLEND_BOMBER_JACKET,62,72.01,1
2023-12-30,COTTON_BLEND_BOMBER_JACKET,49,70.0,1
2023-12-31,COTTON_BLEND_BOMBER_JACKET,62,71.01,1
2024-01-01,COTTON_BLEND_BOMBER_JACKET,57,80.14,1
2024-01-02,COTTON_BLEND_BOMBER_JACKET,46,72.26,1
2024-01-03,COTTON_BLEND_BOMBER_JACKET,85,79.97,1
2024-01-04,COTTON_BLEND_BOMBER_JACKET,74,79.51,1
2024-01-05,COTTON_BLEND_BOMBER_JACKET,65,70.52,1
2024-01-06,COTTON_BLEND_BOMBER_JACKET,49,76.1,1
2024-01-07,COTTON_BLEND_BOMBER_JACKET,88,78.91,1
2024-01-08,COTTON_BLEND_BOMBER_JACKET,35,73.04,1
2024-01-09,COTTON_BLEND_BOMBER_JACKET,47,71.36,1
2024-01-10,COTTON_BLEND_BOMBER_JACKET,38,72.54,1
2024-01-11,COTTON_BLEND_BOMBER_JACKET,38,80.03,1
2024-01-12,COTTON_BLEND_BOMBER_JACKET,66,70.26,1
2024-01-13,COTTON_BLEND_BOMBER_JACKET,57,72.86,1
2024-01-14,COTTON_BLEND_BOMBER_JACKET,66,76.84,1
2024-01-15,COTTON_BLEND_BOMBER_JACKET,37,73.18,1
2024-01-16,COTTON_BLEND_BOMBER_JACKET,41,80.2,1
2024-01-17,COTTON_BLEND_BOMBER_JACKET,58,74.14,1
2024-01-18,COTTON_BLEND_BOMBER_JACKET,39,78.37,1
2024-01-19,COTTON_BLEND_BOMBER_JACKET,56,75.06,1
2024-01-20,COTTON_BLEND_BOMBER_JACKET,68,69.27,1
2024-01-21,COTTON_BLEND_BOMBER_JACKET,56,73.45,1
2024-01-22,COTTON_BLEND_BOMBER_JACKET,47,78.47,1
2024-01-23,COTTON_BLEND_BOMBER_JACKET,64,76.9,1
2024-01-24,COTTON_BLEND_BOMBER_JACKET,58,74.59,1
2024-01-25,COTTON_BLEND_BOMBER_JACKET,47,71.45,1
2024-01-26,COTTON_BLEND_BOMBER_JACKET,54,78.79,1
2024-01-27,COTTON_BLEND_BOMBER_JACKET,55,70.11,1
2024-01-28,COTTON_BLEND_BOMBER_JACKET,89,68.24,1
2024-01-29,COTTON_BLEND_BOMBER_JACKET,22,77.52,1
2024-01-30,COTTON_BLEND_BOMBER_JACKET,67,77.83,1
2024-01-31,COTTON_BLEND_BOMBER_JACKET,43,80.03,1
2024-02-01,COTTON_BLEND_BOMBER_JACKET,21,92.91,0
2024-02-02,COTTON_BLEND_BOMBER_JACKET,30,89.27,0
2024-02-03,COTTON_BLEND_BOMBER_JACKET,44,89.64,0
2024-02-04,COTTON_BLEND_BOMBER_JACKET,36,93.75,0
2024-02-05,COTTON_BLEND_BOMBER_JACKET,24,90.62,0
2024-02-06,COTTON_BLEND_BOMBER_JACKET,33,88.51,0
2024-02-07,COTTON_BLEND_BOMBER_JACKET,31,90.99,0
2024-02-08,COTTON_BLEND_BOMBER_JACKET,32,88.56,0
2024-02-09,COTTON_BLEND_BOMBER_JACKET,37,88.79,0
2024-02-10,COTTON_BLEND_BOMBER_JACKET,32,87.66,0
2024-02-11,COTTON_BLEND_BOMBER_JACKET,32,92.65,0
2024-02-12,COTTON_BLEND_BOMBER_JACKET,20,89.94,0
2024-02-13,COTTON_BLEND_BOMBER_JACKET,25,93.19,0
2024-02-14,COTTON_BLEND_BOMBER_JACKET,27,88.61,0
2024-02-15,COTTON_BLEND_BOMBER_JACKET,28,92.13,0
2024-02-16,COTTON_BLEND_BOMBER_JACKET,41,94.03,0
2024-02-17,COTTON_BLEND_BOMBER_JACKET,38,92.53,0
2024-02-18,COTTON_BLEND_BOMBER_JACKET,35,85.77,0
2024-02-19,COTTON_BLEND_BOMBER_JACKET,36,94.25,0
2023-08-24,COTTON_JACKET,7,29.08,0
2023-08-25,COTTON_JACKET,10,28.91,0
2023-08-26,COTTON_JACKET,16,30.22,0
2023-08-27,COTTON_JACKET,15,28.93,0
2023-08-28,COTTON_JACKET,10,29.65,0
2023-08-29,COTTON_JACKET,13,30.51,0
2023-08-30,COTTON_JACKET,9,31.24,0
2023-08-31,COTTON_JACKET,8,29.36,0
2023-09-01,COTTON_JACKET,15,30.61,0
2023-09-02,COTTON_JACKET,14,28.68,0
2023-09-03,COTTON_JACKET,12,28.89,0
2023-09-04,COTTON_JACKET,13,31.36,0
2023-09-05,COTTON_JACKET,7,29.99,0
2023-09-06,COTTON_JACKET,12,30.53,0
2023-09-07,COTTON_JACKET,11,30.91,0
2023-09-08,COTTON_JACKET,12,29.87,0
2023-09-09,COTTON_JACKET,8,28.62,0
2023-09-10,COTTON_JACKET,20,28.99,0
2023-09-11,COTTON_JACKET,7,28.64,0
2023-09-12,COTTON_JACKET,11,31.02,0
2023-09-13,COTTON_JACKET,11,31.37,0
2023-09-14,COTTON_JACKET,13,29.08,0
2023-09-15,COTTON_JACKET,10,29.8,0
2023-09-16,COTTON_JACKET,17,30.27,0
2023-09-17,COTTON_JACKET,17,31.43,0
2023-09-18,COTTON_JACKET,9,29.06,0
2023-09-19,COTTON_JACKET,14,30.76,0
2023-09-20,COTTON_JACKET,13,28.98,0
2023-09-21,COTTON_JACKET,18,29.23,0
2023-09-22,COTTON_JACKET,14,30.41,0
2023-09-23,COTTON_JACKET,14,30.19,0
2023-09-24,COTTON_JACKET,19,30.8,0
2023-09-25,COTTON_JACKET,11,28.52,0
2023-09-26,COTTON_JACKET,14,29.56,0
2023-09-27,COTTON_JACKET,10,29.46,0
2023-09-28,COTTON_JACKET,15,31.03,0
2023-09-29,COTTON_JACKET,15,29.78,0
2023-09-30,COTTON_JACKET,19,28.58,0
2023-10-01,COTTON_JACKET,26,28.85,0
2023-10-02,COTTON_JACKET,12,29.36,0
2023-10-03,COTTON_JACKET,17,31.47,0
2023-10-04,COTTON_JACKET,14,28.63,0
2023-10-05,COTTON_JACKET,13,29.67,0
2023-10-06,COTTON_JACKET,22,30.75,0
2023-10-07,COTTON_JACKET,12,30.85,0
2023-10-08,COTTON_JACKET,24,29.24,0
2023-10-09,COTTON_JACKET,8,30.46,0
2023-10-10,COTTON_JACKET,18,29.21,0
2023-10-11,COTTON_JACKET,16,29.15,0
2023-10-12,COTTON_JACKET,13,28.61,0
2023-10-13,COTTON_JACKET,17,31.34,0
2023-10-14,COTTON_JACKET,24,30.23,0
2023-10-15,COTTON_JACKET,29,30.04,0
2023-10-16,COTTON_JACKET,10,30.77,0
2023-10-17,COTTON_JACKET,13,31.17,0
2023-10-18,COTTON_JACKET,12,31.33,0
2023-10-19,COTTON_JACKET,16,30.83,0
2023-10-20,COTTON_JACKET,23,29.92,0
2023-10-21,COTTON_JACKET,16,30.26,0
2023-10-22,COTTON_JACKET,22,29.05,0
2023-10-23,COTTON_JACKET,17,29.11,0
2023-10-24,COTTON_JACKET,16,28.7,0
2023-10-25,COTTON_JACKET,8,30.92,0
2023-10-26,COTTON_JACKET,18,31.0,0
2023-10-27,COTTON_JACKET,26,30.8,0
2023-10-28,COTTON_JACKET,18,30.45,0
2023-10-29,COTTON_JACKET,15,29.77,0
2023-10-30,COTTON_JACKET,17,28.6,0
2023-10-31,COTTON_JACKET,20,28.49,0
2023-11-01,COTTON_JACKET,17,29.74,0
2023-11-02,COTTON_JACKET,16,31.41,0
2023-11-03,COTTON_JACKET,22,29.17,0
2023-11-04,COTTON_JACKET,19,29.18,0
2023-11-05,COTTON_JACKET,19,28.49,0
2023-11-06,COTTON_JACKET,19,30.72,0
2023-11-07,COTTON_JACKET,15,31.03,0
2023-11-08,COTTON_JACKET,13,29.47,0
2023-11-09,COTTON_JACKET,17,30.63,0
2023-11-10,COTTON_JACKET,21,29.6,0
2023-11-11,COTTON_JACKET,28,31.2,0
2023-11-12,COTTON_JACKET,23,30.26,0
2023-11-13,COTTON_JACKET,22,30.47,0
2023-11-14,COTTON_JACKET,21,30.62,0
2023-11-15,COTTON_JACKET,17,28.99,0
2023-11-16,COTTON_JACKET,22,31.35,0
2023-11-17,COTTON_JACKET,30,28.62,0
2023-11-18,COTTON_JACKET,30,29.38,0
2023-11-19,COTTON_JACKET,19,30.63,0
2023-11-20,COTTON_JACKET,16,30.03,0
2023-11-21,COTTON_JACKET,22,30.02,0
2023-11-22,COTTON_JACKET,61,24.57,1
2023-11-23,COTTON_JACKET,74,25.62,1
2023-11-24,COTTON_JACKET,61,26.12,1
2023-11-25,COTTON_JACKET,70,24.05,1
2023-11-26,COTTON_JACKET,79,25.02,1
2023-11-27,COTTON_JACKET,64,24.72,1
2023-11-28,COTTON_JACKET,57,25.8,1
2023-11-29,COTTON_JACKET,20,29.64,0
2023-11-30,COTTON_JACKET,22,29.2,0
2023-12-01,COTTON_JACKET,28,30.6,0
2023-12-02,COTTON_JACKET,30,31.39,0
2023-12-03,COTTON_JACKET,37,28.65,0
2023-12-04,COTTON_JACKET,26,31.08,0
2023-12-05,COTTON_JACKET,23,29.03,0
2023-12-06,COTTON_JACKET,24,29.68,0
2023-12-07,COTTON_JACKET,29,28.89,0
2023-12-08,COTTON_JACKET,20,31.1,0
2023-12-09,COTTON_JACKET,24,30.51,0
2023-12-10,COTTON_JACKET,26,30.36,0
2023-12-11,COTTON_JACKET,23,30.21,0
2023-12-12,COTTON_JACKET,23,29.35,0
2023-12-13,COTTON_JACKET,20,29.41,0
2023-12-14,COTTON_JACKET,29,29.49,0
2023-12-15,COTTON_JACKET,42,29.7,0
2023-12-16,COTTON_JACKET,41,29.79,0
2023-12-17,COTTON_JACKET,79,29.49,0
2023-12-18,COTTON_JACKET,34,30.42,0
2023-12-19,COTTON_JACKET,50,30.39,0
2023-12-20,COTTON_JACKET,52,28.79,0
2023-12-21,COTTON_JACKET,38,29.32,0
2023-12-22,COTTON_JACKET,39,31.4,0
2023-12-23,COTTON_JACKET,51,29.7,0
2023-12-24,COTTON_JACKET,60,29.53,0
2023-12-25,COTTON_JACKET,27,29.68,0
2023-12-26,COTTON_JACKET,20,29.94,0
2023-12-27,COTTON_JACKET,21,29.3,0
2023-12-28,COTTON_JACKET,29,31.4,0
2023-12-29,COTTON_JACKET,21,30.3,0
2023-12-30,COTTON_JACKET,31,28.77,0
2023-12-31,COTTON_JACKET,33,30.29,0
2024-01-01,COTTON_JACKET,26,22.56,1
2024-01-02,COTTON_JACKET,56,23.62,1
2024-01-03,COTTON_JACKET,50,23.9,1
2024-01-04,COTTON_JACKET,47,25.18,1
2024-01-05,COTTON_JACKET,59,23.4,1
2024-01-06,COTTON_JACKET,58,25.65,1
2024-01-07,COTTON_JACKET,54,25.11,1
2024-01-08,COTTON_JACKET,21,29.25,0
2024-01-09,COTTON_JACKET,27,29.69,0
2024-01-10,COTTON_JACKET,24,31.01,0
2024-01-11,COTTON_JACKET,27,31.42,0
2024-01-12,COTTON_JACKET,22,28.8,0
2024-01-13,COTTON_JACKET,32,28.77,0
2024-01-14,COTTON_JACKET,31,30.73,0
2024-01-15,COTTON_JACKET,20,29.27,0
2024-01-16,COTTON_JACKET,28,29.79,0
2024-01-17,COTTON_JACKET,33,30.4,0
2024-01-18,COTTON_JACKET,31,29.22,0
2024-01-19,COTTON_JACKET,25,29.09,0
2024-01-20,COTTON_JACKET,33,31.12,0
2024-01-21,COTTON_JACKET,27,29.3,0
2024-01-22,COTTON_JACKET,18,29.23,0
2024-01-23,COTTON_JACKET,24,30.69,0
2024-01-24,COTTON_JACKET,21,30.31,0
2024-01-25,COTTON_JACKET,21,31.34,0
2024-01-26,COTTON_JACKET,29,31.01,0
2024-01-27,COTTON_JACKET,35,31.29,0
2024-01-28,COTTON_JACKET,34,30.12,0
2024-01-29,COTTON_JACKET,23,30.72,0
2024-01-30,COTTON_JACKET,18,30.7,0
2024-01-31,COTTON_JACKET,20,29.6,0
2024-02-01,COTTON_JACKET,24,31.25,0
2024-02-02,COTTON_JACKET,34,29.3,0
2024-02-03,COTTON_JACKET,46,29.6,0
2024-02-04,COTTON_JACKET,33,30.85,0
2024-02-05,COTTON_JACKET,23,29.85,0
2024-02-06,COTTON_JACKET,17,30.61,0
2024-02-07,COTTON_JACKET,27,29.77,0
2024-02-08,COTTON_JACKET,33,31.3,0
2024-02-09,COTTON_JACKET,23,28.68,0
2024-02-10,COTTON_JACKET,27,29.82,0
2024-02-11,COTTON_JACKET,36,28.56,0
2024-02-12,COTTON_JACKET,20,28.66,0
2024-02-13,COTTON_JACKET,14,29.96,0
2024-02-14,COTTON_JACKET,21,30.46,0
2024-02-15,COTTON_JACKET,30,29.27,0
2024-02-16,COTTON_JACKET,25,28.7,0
2024-02-17,COTTON_JACKET,28,29.05,0
2024-02-18,COTTON_JACKET,35,30.93,0
2024-02-19,COTTON_JACKET,21,30.55,0
2023-08-24,DOUBLE_FACED_JACKET,12,140.73,0
2023-08-25,DOUBLE_FACED_JACKET,10,137.36,0
2023-08-26,DOUBLE_FACED_JACKET,12,140.6,0
2023-08-27,DOUBLE_FACED_JACKET,13,142.82,0
2023-08-28,DOUBLE_FACED_JACKET,10,132.63,0
2023-08-29,DOUBLE_FACED_JACKET,15,145.51,0
2023-08-30,DOUBLE_FACED_JACKET,9,145.67,0
2023-08-31,DOUBLE_FACED_JACKET,13,140.42,0
2023-09-01,DOUBLE_FACED_JACKET,16,143.33,0
2023-09-02,DOUBLE_FACED_JACKET,15,141.18,0
2023-09-03,DOUBLE_FACED_JACKET,13,144.95,0
2023-09-04,DOUBLE_FACED_JACKET,8,135.17,0
2023-09-05,DOUBLE_FACED_JACKET,9,138.16,0
2023-09-06,DOUBLE_FACED_JACKET,7,140.57,0
2023-09-07,DOUBLE_FACED_JACKET,11,144.38,0
2023-09-08,DOUBLE_FACED_JACKET,12,141.03,0
2023-09-09,DOUBLE_FACED_JACKET,18,144.02,0
2023-09-10,DOUBLE_FACED_JACKET,13,143.82,0
2023-09-11,DOUBLE_FACED_JACKET,10,142.55,0
2023-09-12,DOUBLE_FACED_JACKET,13,138.45,0
2023-09-13,DOUBLE_FACED_JACKET,13,142.84,0
2023-09-14,DOUBLE_FACED_JACKET,14,141.17,0
2023-09-15,DOUBLE_FACED_JACKET,15,145.74,0
2023-09-16,DOUBLE_FACED_JACKET,12,145.08,0
2023-09-17,DOUBLE_FACED_JACKET,17,143.42,0
2023-09-18,DOUBLE_FACED_JACKET,9,135.02,0
2023-09-19,DOUBLE_FACED_JACKET,16,142.24,0
2023-09-20,DOUBLE_FACED_JACKET,13,139.59,0
2023-09-21,DOUBLE_FACED_JACKET,14,136.19,0
2023-09-22,DOUBLE_FACED_JACKET,23,139.9,0
2023-09-23,DOUBLE_FACED_JACKET,20,140.89,0
2023-09-24,DOUBLE_FACED_JACKET,19,142.63,0
2023-09-25,DOUBLE_FACED_JACKET,11,132.18,0
2023-09-26,DOUBLE_FACED_JACKET,10,135.48,0
2023-09-27,DOUBLE_FACED_JACKET,13,143.17,0
2023-09-28,DOUBLE_FACED_JACKET,12,134.89,0
2023-09-29,DOUBLE_FACED_JACKET,22,140.61,0
2023-09-30,DOUBLE_FACED_JACKET,20,134.66,0
2023-10-01,DOUBLE_FACED_JACKET,29,139.75,0
2023-10-02,DOUBLE_FACED_JACKET,13,132.12,0
2023-10-03,DOUBLE_FACED_JACKET,15,145.37,0
2023-10-04,DOUBLE_FACED_JACKET,21,137.16,0
2023-10-05,DOUBLE_FACED_JACKET,15,136.3,0
2023-10-06,DOUBLE_FACED_JACKET,20,144.24,0
2023-10-07,DOUBLE_FACED_JACKET,33,144.37,0
2023-10-08,DOUBLE_FACED_JACKET,23,140.29,0
2023-10-09,DOUBLE_FACED_JACKET,12,141.72,0
2023-10-10,DOUBLE_FACED_JACKET,13,132.09,0
2023-10-11,DOUBLE_FACED_JACKET,14,143.09,0
2023-10-12,DOUBLE_FACED_JACKET,25,133.34,0
2023-10-13,DOUBLE_FACED_JACKET,20,140.98,0
2023-10-14,DOUBLE_FACED_JACKET,40,132.95,0
2023-10-15,DOUBLE_FACED_JACKET,35,139.84,0
2023-10-16,DOUBLE_FACED_JACKET,24,140.44,0
2023-10-17,DOUBLE_FACED_JACKET,25,135.8,0
2023-10-18,DOUBLE_FACED_JACKET,23,143.52,0
